Wind,Kd,a,b,c
1,0.06,-8.65033574236174e-06,0.00500621863142814,0.000199290393955073
1,0.07,-1.13570434366162e-05,0.00495447476124133,0.000259111683608804
1,0.08,-1.98655773271621e-05,0.00511997213799503,-0.00130518544550975
1,0.09,-2.73750740703015e-05,0.00520760171617423,-0.000920623712984676
1,0.1,-3.00168394818821e-05,0.00508201104561184,-0.000375961609001802
1,0.11,-4.06279905050883e-05,0.00530436122196733,-0.00155165089248013
1,0.12,-5.06204345284579e-05,0.00540940784314944,-0.00176564924639435
1,0.13,-5.09350279675002e-05,0.00524855038704618,-0.000692341447404643
1,0.14,-6.39189321147149e-05,0.00541505737154141,-0.00148040588111384
1,0.15,-7.08640397540052e-05,0.00545338908043652,-0.00138602495157396
1,0.16,-6.86188462321263e-05,0.00526605652421574,-0.000758472344406243
1,0.17,-7.05983267224714e-05,0.00518627535319084,-0.000568160402459936
1,0.18,-8.13422066734718e-05,0.00529514892883812,-0.000682769951105995
1,0.19,-6.94799075896521e-05,0.0049251476574432,0.000109842486166325
1,0.2,-9.52167872266742e-05,0.00532953797259491,-0.000568964872269903
1,0.21,-9.78615066206369e-05,0.00532732791275799,-0.000983247939094525
1,0.22,-8.80804517688216e-05,0.00508379782998621,-0.000268528091944558
1,0.23,-9.71000014548588e-05,0.00509949276897786,3.96150714729024e-05
1,0.24,-0.00011780326012586,0.00528292967534353,-0.000740966245343825
1,0.25,-0.00011768672989743,0.00524495126138844,-0.000287762942502763
1,0.26,-0.000112679312894512,0.00507873148104436,-0.000283368838542587
1,0.27,-0.000108231832835131,0.00492629020964341,0.000338834020963437
1,0.28,-0.000124681574959144,0.00506829365530561,1.02642647604567e-05
1,0.29,-0.000118008057476681,0.00496035066287391,0.000318018139819125
1,0.3,-0.000126495874490636,0.00500517145316427,0.000178888506033937
1,0.31,-0.000131042921924806,0.00497051266574592,0.000478050340205964
1,0.32,-0.000154666563889481,0.00522188491980436,-0.000257312448702351
1,0.33,-0.0001400669250076,0.00501396292366696,0.000153636966977352
1,0.34,-0.000156611284138431,0.00506990128574383,-0.000130077779733541
1,0.35,-0.000165346414800528,0.00517237001201968,-0.000107789844178206
1,0.36,-0.000158495961239745,0.00504191505938043,9.0368541341972e-05
2,0.06,-2.50595068009434e-05,0.01395956432236,-0.00605006384678535
2,0.07,-5.53338049925821e-05,0.0147745506220905,-0.00991373467110532
2,0.08,-6.64034967875121e-05,0.0143848421821903,-0.00512387623298274
2,0.09,-9.68886320737201e-05,0.0148671386944646,-0.00707917553388
2,0.1,-0.000132218716826863,0.0155151466219906,-0.00865503122871117
2,0.11,-0.000143798096115469,0.0152036355720899,-0.00602211178072731
2,0.12,-0.000166956481457984,0.0152834407120125,-0.00650452957484817
2,0.13,-0.000192291749003602,0.0153576983572462,-0.00471400867870211
2,0.14,-0.000216512855045786,0.0153784476955537,-0.00462100483075868
2,0.15,-0.000230382464058311,0.0153439823929818,-0.00456213554236195
2,0.16,-0.00026281818634227,0.0155664336591689,-0.00556526661253233
2,0.17,-0.000280344896840542,0.0156245898102202,-0.00526711684001659
2,0.18,-0.000295967325226495,0.0154664081995869,-0.00396370563778276
2,0.19,-0.000321591154523465,0.0152153486406065,-0.00313884355779712
2,0.2,-0.000339169389604316,0.0151913225084886,-0.0026518599311549
2,0.21,-0.000344193698570077,0.0152074917980795,-0.00301792072695689
2,0.22,-0.000358558330241438,0.0149009731542567,-0.00162848271245397
2,0.23,-0.000373487196869152,0.0150505759952512,-0.00300390937399954
2,0.24,-0.000402467028423375,0.0149350671412862,-0.00165382414991251
2,0.25,-0.000464987526606374,0.0155729719155227,-0.00218941762442884
2,0.26,-0.000417010806021333,0.0147188629405784,-0.0009397796244004
2,0.27,-0.000411531729834623,0.0144376368527114,-0.00105868470179389
2,0.28,-0.000540775978981676,0.0158336542675698,-0.00300005961372581
2,0.29,-0.000542920500680693,0.0155743504317045,-0.00269261064296498
2,0.3,-0.000535640395432675,0.0150845653665964,-0.000584488450010403
2,0.31,-0.000499650062080387,0.0145307384645213,-0.000628039059798126
2,0.32,-0.000558576075612162,0.0150443093941877,-0.0015045460041288
2,0.33,-0.000624112865925823,0.0156370165421906,-0.00257583370293277
2,0.34,-0.000541091506098759,0.0141090771646229,0.000141741544618039
2,0.35,-0.000585240578570702,0.0146561873600054,-0.00087752461287905
2,0.36,-0.000652603758362314,0.0151410086068152,-0.00151536465573624
3,0.06,-3.48644346542217e-05,0.0174755692728442,-0.0102417800465093
3,0.07,-7.39981237849119e-05,0.0185944257444114,-0.0150712560171842
3,0.08,-8.49475868864671e-05,0.017895663758038,-0.00669437903762624
3,0.09,-0.000130534318952611,0.0188488986199486,-0.0121963076440736
3,0.1,-0.000134743288733009,0.0179767819435536,-0.00577796138807125
3,0.11,-0.000177986248624302,0.0187591554377356,-0.00810287577624395
3,0.12,-0.00021248247575245,0.0189226455298759,-0.00841403197615053
3,0.13,-0.000255196695618366,0.0194141641340397,-0.00930780745490322
3,0.14,-0.000285738264126869,0.0195185844942503,-0.00862215483080084
3,0.15,-0.000302725660792235,0.019306584816864,-0.00672651263005779
3,0.16,-0.000286959041720468,0.0182373481021744,-0.00282335780855478
3,0.17,-0.000346739368494258,0.0189815875573725,-0.00437084469918007
3,0.18,-0.000357279397967905,0.0186511517815474,-0.0036950148265977
3,0.19,-0.000429467202543182,0.0195918012122087,-0.00650535493636287
3,0.2,-0.000409694333466734,0.0185617071465364,-0.00152142065115427
3,0.21,-0.000474584158549051,0.019429507002194,-0.00511621819761694
3,0.22,-0.000469124573713451,0.0188120847279194,-0.00248444392102989
3,0.23,-0.000556393102792308,0.0200086146721578,-0.00582068376198636
3,0.24,-0.00049638488169024,0.0181858523024801,-0.00161703469741567
3,0.25,-0.000580225883596754,0.0194654958842978,-0.00462422631995206
3,0.26,-0.000575934346901902,0.0190581460149613,-0.00333934437751284
3,0.27,-0.000588215391466097,0.0185827154367845,-0.00184952688290405
3,0.28,-0.000601978986807898,0.0186163209739267,-0.00240692249247566
3,0.29,-0.00061229528254669,0.0185025384721335,-0.00190719311914251
3,0.3,-0.000630863493183497,0.0183125154564874,-0.00149863934937492
3,0.31,-0.000727092362231531,0.019122211514679,-0.00234015849133134
3,0.32,-0.000664204839145787,0.0179016130334281,0.000326963857011762
3,0.33,-0.000770578652309367,0.0191516812315351,-0.00240610120240254
3,0.34,-0.000863540595443796,0.0200036115205394,-0.00449018524221757
3,0.35,-0.000784369465626552,0.0186392420395698,-0.00208114778898739
3,0.36,-0.000781322810622603,0.0183424802763741,-0.00113790789614001
4,0.06,-4.28997277662872e-05,0.0198840038321991,-0.0114981615454804
4,0.07,-7.64770684665881e-05,0.0206914586100572,-0.0129690691562188
4,0.08,-0.000116730253052358,0.0210201288933611,-0.0110985970067053
4,0.09,-0.000146993765874863,0.0213210269121023,-0.0134043213273837
4,0.1,-0.000181164721947295,0.0212458244402959,-0.0083298427516651
4,0.11,-0.000230008705898737,0.0219059652487189,-0.01202894436932
4,0.12,-0.000257396248297361,0.0219140193963437,-0.0109585005682306
4,0.13,-0.000259752909415302,0.0210609054492104,-0.00649640925099163
4,0.14,-0.000289340334724861,0.0209482704553565,-0.00462482903185407
4,0.15,-0.000325287144241087,0.0210406097401868,-0.00317149060430226
4,0.16,-0.000389479853541299,0.0221694818034625,-0.00851574407689293
4,0.17,-0.000432222606007673,0.02210806993535,-0.00748515010747278
4,0.18,-0.000414796865236234,0.0211907298728124,-0.00407909498172492
4,0.19,-0.00040533193153493,0.020220899633063,-0.000239080056529633
4,0.2,-0.000484368757229275,0.021364335013384,-0.00440699530715851
4,0.21,-0.000491181037890498,0.0211508169699227,-0.00404025507645408
4,0.22,-0.000496865472346372,0.0204758812599253,-0.00137932652246334
4,0.23,-0.000574851621775656,0.0215976347701415,-0.00484827403310313
4,0.24,-0.000552561350223453,0.0206233648586313,-0.00254938142503749
4,0.25,-0.000673354124076337,0.0220707155395822,-0.00402528895336546
4,0.26,-0.000661316292554894,0.0216098766829956,-0.00425097092833261
4,0.27,-0.000625703540811715,0.020423474381795,-0.000919607944047144
4,0.28,-0.000710409547570995,0.0212652634937913,-0.00220009743949249
4,0.29,-0.000693735083576882,0.0205696846166876,-0.00104295018252346
4,0.3,-0.000753515618252856,0.021270434652489,-0.00233714570339252
4,0.31,-0.00070683742584406,0.0202423371785814,-0.000984342154340744
4,0.32,-0.000840149594322752,0.0214169188736132,-0.00276550064407189
4,0.33,-0.00082630749968852,0.0210505049726668,-0.00155108361584955
4,0.34,-0.000899468012589155,0.0215160698275887,-0.00318294047005775
4,0.35,-0.000900900559411755,0.0212437329239055,-0.00232111239852961
4,0.36,-0.000865360451626061,0.0207245184800415,-0.00148301874857263
5,0.06,-5.0929676424618e-05,0.0230378252697371,-0.0129170082788261
5,0.07,-0.000106886286264324,0.0246218777403885,-0.0221876286982887
5,0.08,-0.000147869621156432,0.0250308237442499,-0.0173317462680064
5,0.09,-0.000185033016774095,0.0249774325393292,-0.0156189234009739
5,0.1,-0.000225177693956095,0.0251025864754019,-0.0137176220421409
5,0.11,-0.000270426641989124,0.025358704093165,-0.0123675058548715
5,0.12,-0.000286428998247592,0.0246230992800535,-0.00953677837151809
5,0.13,-0.000293054108415287,0.023898445103159,-0.00505514891918194
5,0.14,-0.000378075954697043,0.0251684138429207,-0.00982753820167264
5,0.15,-0.000418556717417208,0.0254495148404137,-0.0102528395981062
5,0.16,-0.00041704678379626,0.0243427959361858,-0.00510475571135838
5,0.17,-0.000475207990756369,0.0247986292926262,-0.0057654474546036
5,0.18,-0.000460754159196532,0.0238838089239462,-0.00244692066890295
5,0.19,-0.000554196758344472,0.0251375531410585,-0.00601076698320321
5,0.2,-0.000594646476479492,0.0250553986253872,-0.00508458307886809
5,0.21,-0.000604510171111888,0.024672908145471,-0.00372927080610788
5,0.22,-0.000634373568736426,0.0246141602346942,-0.0039023870498795
5,0.23,-0.000593632256828699,0.0233003022722863,-0.000767153297327956
5,0.24,-0.000732390487680872,0.0249848520771977,-0.00525786799005115
5,0.25,-0.000834086029839331,0.0260599983407019,-0.00676291350845563
5,0.26,-0.000682436567616039,0.023423549697894,-0.00205569208858514
5,0.27,-0.000774787561598696,0.0241510204661391,-0.00104556440264859
5,0.28,-0.000875813301085202,0.0249894155450467,-0.00322112376858937
5,0.29,-0.000771548279194681,0.0231968133060238,0.000238377170933269
5,0.3,-0.000880734863909545,0.0244340696130229,-0.0026297599539153
5,0.31,-0.000961351742495304,0.0247651485401169,-0.00300737699079468
5,0.32,-0.00086328095154661,0.023204449649742,-0.000325648097274354
5,0.33,-0.00104229334605289,0.0251962620425397,-0.00459229634725667
5,0.34,-0.00102054185976722,0.0238365213945107,-0.00102076755640589
5,0.35,-0.00106410919134118,0.0244904292272263,-0.00182235313748339
5,0.36,-0.00118637337326585,0.0252760241676039,-0.00326804719916569
6,0.06,-7.65060807713428e-05,0.0268037260960576,-0.0236080304739609
6,0.07,-0.000114831166984624,0.0270304372994766,-0.0201370126389509
6,0.08,-0.000143761478166111,0.0265671735717188,-0.0130515891458269
6,0.09,-0.00020420450846225,0.0272576575778056,-0.0136552913596113
6,0.1,-0.000234201502124966,0.0272975508815572,-0.01258030922858
6,0.11,-0.000279205622353501,0.0274262423515833,-0.0130059817825764
6,0.12,-0.000347284111230357,0.0281110166843488,-0.0135570934574462
6,0.13,-0.000391287095014706,0.0280381270025996,-0.0102895629754401
6,0.14,-0.000370785341006816,0.0264175047229456,-0.00547126252169864
6,0.15,-0.000450183906715465,0.0275574389386284,-0.00632814298312139
6,0.16,-0.000464405737204665,0.0268559220187323,-0.0042478713032628
6,0.17,-0.000554434480059893,0.0281059815514541,-0.00743728311288933
6,0.18,-0.00052347326239156,0.026646100526589,-0.00258882596238971
6,0.19,-0.00069646884247463,0.0290759345629543,-0.00976361239667216
6,0.2,-0.000630731130187711,0.0271719994757991,-0.00535614303492416
6,0.21,-0.000678179589429863,0.0275779524232964,-0.00561818602153293
6,0.22,-0.000722426172618024,0.0274609844524149,-0.00403397672886909
6,0.23,-0.000623414740582304,0.0252157848967174,0.000821561869255008
6,0.24,-0.000801939790440218,0.0274086253407774,-0.00542254172304158
6,0.25,-0.00083587293315448,0.0273606296418545,-0.00260306796581419
6,0.26,-0.000855717854851851,0.0272114384510746,-0.0039902870714017
6,0.27,-0.000851928755440802,0.0267856566860456,-0.0034433329613949
6,0.28,-0.000885263725496577,0.0264015912154809,-0.00114612949037664
6,0.29,-0.000907848836323163,0.0259891589205178,0.00104175113168605
6,0.3,-0.000802082656355095,0.0244255326265796,0.00245085988188588
6,0.31,-0.00107765080319096,0.0277947573369326,-0.0035623671693096
6,0.32,-0.00102487779462003,0.0263380132401945,-0.00169688445703617
6,0.33,-0.00101410082502944,0.0258014697285158,-0.000340163209263138
6,0.34,-0.00111244641038,0.0263266856369384,-0.000594347283585431
6,0.35,-0.00111142313453625,0.0263276424599238,-0.000698582321213614
6,0.36,-0.00129184897677064,0.0274213727900833,-0.00271816555449681
7,0.06,-6.09971609912489e-05,0.0272847452490793,-0.0144850170817912
7,0.07,-0.000110707682305709,0.0281750687720994,-0.0179197087044318
7,0.08,-0.000159837039175252,0.0284553080017227,-0.0136392532318209
7,0.09,-0.000216013545499796,0.0291548082031347,-0.0162522781359827
7,0.1,-0.000258727837247976,0.0289733752967618,-0.0112978221260935
7,0.11,-0.000315457082355999,0.0295876628283293,-0.0127166658368861
7,0.12,-0.000353001430754822,0.0292805839869931,-0.0121080108808604
7,0.13,-0.000378898361882654,0.0288527725300288,-0.00676196838877245
7,0.14,-0.000456736989909837,0.0297513091921399,-0.0110557324638469
7,0.15,-0.00049212205295203,0.0295240080189481,-0.008503198553593
7,0.16,-0.00052650334019799,0.029213381644567,-0.00702109226222514
7,0.17,-0.000543434973831721,0.0287815745225003,-0.0054597473204579
7,0.18,-0.000580529335830649,0.02864529277195,-0.00297817605602527
7,0.19,-0.000605222952312143,0.0283200659662196,-0.00395977929415445
7,0.2,-0.000619682495956962,0.0276692593028573,-0.00103530227143391
7,0.21,-0.000654814854641879,0.0276109420128309,-0.00123865344891746
7,0.22,-0.000782845019366731,0.0293927630130412,-0.00570240057900845
7,0.23,-0.000717404736367505,0.0282133999981074,-0.00301004711065208
7,0.24,-0.00079266011107625,0.0275829261386767,-0.000155243522080239
7,0.25,-0.000836213687164301,0.0279458831306502,-0.000281186509217001
7,0.26,-0.00086138224246969,0.0283465977359891,-0.00227687889435795
7,0.27,-0.000976328586590053,0.0291619900121452,-0.00366669781580096
7,0.28,-0.00104356242597247,0.0294789872175396,-0.00453639529252418
7,0.29,-0.000935843364795112,0.0275740454123052,-0.000585699704108661
