Wind,Kd,a,b,c
8,0.17,0.01573582,0.01573582,0.052839436
8,0.18,0.0153938,0.0153938,0.052706124
8,0.19,0.015336118,0.015336118,0.049852388
8,0.2,0.015122032,0.015122032,0.048181421
8,0.21,0.014804859,0.014804859,0.050004738
8,0.22,0.014746753,0.014746753,0.045087525
8,0.23,0.014905381,0.014905381,0.04075768
8,0.24,0.014505464,0.014505464,0.041986032
8,0.25,0.013991781,0.013991781,0.043061472
8,0.26,0.014619834,0.014619834,0.038788479
8,0.27,0.014543951,0.014543951,0.037313072
8,0.28,0.014040899,0.014040899,0.039584242
8,0.29,0.014399008,0.014399008,0.035537146
8,0.3,0.013766247,0.013766247,0.036233683
8,0.31,0.014242208,0.014242208,0.033647873
8,0.32,0.014184116,0.014184116,0.032440859
8,0.33,0.013396278,0.013396278,0.035962827
8,0.34,0.014043473,0.014043473,0.029980377
8,0.35,0.013642012,0.013642012,0.031530326
8,0.36,0.013090851,0.013090851,0.033333793
9,0.06,0.024091338,0.024091338,0.029728255
9,0.07,0.022454124,0.022454124,0.045802204
9,0.08,0.020805182,0.020805182,0.060243616
9,0.09,0.019721077,0.019721077,0.065807132
9,0.1,0.018966687,0.018966687,0.064363904
9,0.11,0.018790621,0.018790621,0.063337006
9,0.12,0.017914518,0.017914518,0.059703685
9,0.13,0.01777614,0.01777614,0.055028291
9,0.14,0.016872421,0.016872421,0.057437378
9,0.15,0.016705138,0.016705138,0.053545857
9,0.16,0.016007616,0.016007616,0.05775777
9,0.17,0.015936022,0.015936022,0.054892375
9,0.18,0.016018812,0.016018812,0.050994575
9,0.19,0.015075017,0.015075017,0.052285038
9,0.2,0.0149314,0.0149314,0.05238917
9,0.21,0.015198591,0.015198591,0.047435716
9,0.22,0.014827231,0.014827231,0.045644252
9,0.23,0.014937508,0.014937508,0.043674328
9,0.24,0.014643044,0.014643044,0.042299267
9,0.25,0.014160815,0.014160815,0.044525313
9,0.26,0.014753078,0.014753078,0.038972805
9,0.27,0.014326098,0.014326098,0.039425295
9,0.28,0.014182348,0.014182348,0.0392047
