Wind,Kd,a,b,c
1,0.06,5.19940971863906e-07,0.00461609372024807,0.00278515745524548
1,0.07,-7.52995129445939e-06,0.00482403407972455,0.00120896903699936
1,0.08,-8.19603024134974e-06,0.00470019329030646,0.00126852596827469
1,0.09,-1.90414326639096e-05,0.00492757339287556,0.000343941604561144
1,0.1,-2.34955408192838e-06,0.00462723390790195,0.000838775239112094
1,0.11,-5.24506513707561e-06,0.00459126472147933,0.000812604805250795
1,0.12,-4.52312609591079e-05,0.0051289873583401,-0.000203272530911858
1,0.13,-4.46865807605633e-05,0.00501052818342946,-0.0001398833488126
1,0.14,-1.16246077918792e-05,0.00452451042667793,0.000794325208214934
1,0.15,-1.96220376914378e-05,0.00470957096170313,0.000308414123679319
1,0.16,-5.87781740432774e-05,0.00508551730993882,-0.000262254281311927
1,0.17,-3.80142793998776e-05,0.00492845890838145,-5.93737167838546e-05
1,0.18,-0.000104052967572117,0.00551553554702275,-0.000929226386072722
1,0.19,-0.000120298132923108,0.00551645964940595,-0.00075869979883992
1,0.2,-9.11616049729502e-05,0.00531980400821904,-0.000594263824487386
1,0.21,-0.000112416504101764,0.00532814378045105,-0.000576356525109466
1,0.22,-6.24657150428765e-05,0.00502996773674786,-0.000363774566915878
1,0.23,-2.57392712849925e-05,0.00458853818272597,0.000381087086550209
1,0.24,-8.5237290079165e-05,0.00501686382593559,-9.44083909888594e-05
1,0.25,-0.000177163158316536,0.00580658932587014,-0.000968763966522562
1,0.26,-0.00013940061080547,0.00530440609878321,-0.000243552850112222
1,0.27,-7.63780340176786e-05,0.00480159637671292,0.000275081102117192
1,0.28,-0.000148146327233901,0.00535566849554893,-0.00041127877224921
1,0.29,-0.000164167359190719,0.00541320620298213,-0.000458985643543114
1,0.3,-0.000160024678758236,0.00524379613789675,-0.000342091235885466
1,0.31,-0.000161303702582154,0.00540230184568675,-0.000607623824273795
1,0.32,-0.000124837371542143,0.00513761130685135,-0.000260479775966912
1,0.33,-0.000188853375777518,0.0054408297708684,-0.00071221578859719
1,0.34,-0.000116425534121787,0.00489875791923843,0.000192857661743008
1,0.35,-0.000144379310567926,0.00498038664660978,9.10188140981132e-05
1,0.36,-0.000174901346808239,0.00515013840100269,-0.000111546519713166
2,0.06,-6.36550142759384e-06,0.0132883990533955,-0.00205226763964635
2,0.07,1.65717414259258e-06,0.0128985317168452,-6.88232984178455e-05
2,0.08,-3.45503694655318e-05,0.0133749830943678,-0.000547523127709718
2,0.09,-2.37600042625794e-05,0.0130717518629269,2.71898133400821e-06
2,0.1,-6.21897262420203e-05,0.0138488427078034,-0.00195399879023586
2,0.11,-3.89623193051808e-05,0.0132056384627254,-0.00100410980654079
2,0.12,-0.000105105465513317,0.0142114940188723,-0.00281396663024767
2,0.13,-0.000181333603448152,0.0149857433926102,-0.00362014732728203
2,0.14,-0.000193924457177771,0.0149968870672098,-0.00406226778272798
2,0.15,-0.00018847351626557,0.0147161367188757,-0.00349176536050349
2,0.16,-0.000200526133359255,0.0144684443274713,-0.00190704697608762
2,0.17,-0.000285393317447757,0.015004180142336,-0.0024628867768845
2,0.18,-0.000219399443992697,0.0143906605812073,-0.00189547937976971
