b,c
0.006105593,0.025001808
0.005818998,0.022108646
0.005717849,0.019499006
0.005661237,0.017377829
0.005586029,0.015228319
0.005531326,0.014059716
0.005441686,0.014954201
0.005414679,0.013128529
0.005416986,0.013444287
0.00533395,0.011948972
0.005366354,0.011244709
0.005232198,0.01172998
0.005344121,0.010306551
0.005334828,0.010352733
0.005304959,0.010759906
0.005176527,0.010442485
0.005193031,0.010232514
0.005097072,0.010764272
0.005225612,0.011357017
0.005196687,0.009243001
0.005289184,0.008704216
0.005121242,0.009035722
0.005225209,0.009231892
0.005083384,0.009463247
0.005217086,0.009243474
0.005240984,0.007748907
0.005056837,0.008950025
0.00505631,0.009125465
0.005096366,0.009629191
0.004985242,0.009163187
0.005140252,0.008969356
0.006655111,0.019173099
0.006527557,0.01532989
0.006585887,0.01203147
0.006554491,0.010670837
0.00654123,0.008873959
0.006422891,0.008850922
0.006509595,0.008999752
0.006376391,0.008278313
0.006433454,0.008553985
0.006338461,0.007895832
0.006281371,0.00832233
0.006274006,0.008295084
0.006355886,0.007099101
0.006305277,0.007582716
0.006334095,0.007447217
0.006176795,0.007619947
0.0063458,0.006935937
0.006095591,0.008235662
0.006270373,0.008888742
0.006202858,0.006476953
0.006312799,0.006443629
0.006278154,0.006288277
0.00628061,0.007147448
0.006064323,0.007785346
0.006191477,0.007003921
0.006140847,0.006372421
0.006153186,0.006686634
0.006050318,0.007477248
0.005939221,0.008720725
0.006048727,0.007183104
0.006132091,0.007301825
0.007068743,0.015986278
0.006979776,0.012706217
0.007172846,0.008454047
0.007122155,0.007581005
0.007096609,0.006454394
0.007049702,0.005767503
0.007071649,0.006911717
0.006944055,0.006386108
0.007115986,0.006541995
0.006930736,0.006031858
0.006978007,0.006039897
0.006902093,0.006279931
0.006902284,0.005800758
0.006952799,0.005586254
0.007066106,0.005664311
0.006696843,0.006994451
0.006749856,0.006681865
0.006777619,0.006726323
0.006897097,0.00822635
0.006849613,0.005252418
0.006883849,0.005569297
0.006857224,0.005179565
0.006737667,0.006901089
0.006753677,0.006431058
0.006698415,0.006492011
0.006728083,0.005341264
0.006661663,0.006333771
0.006881979,0.005851385
0.006751208,0.007072771
0.006565227,0.006882271
0.006752071,0.006834334
0.007464805,0.015240571
0.007517134,0.009285957
0.007602471,0.006855685
0.007659545,0.005924114
0.0075232,0.005884187
0.007552628,0.004549076
0.007580343,0.005764427
0.007475777,0.005040705
0.007535153,0.006303848
0.007428797,0.005203381
0.00752573,0.005178321
0.007468017,0.005250242
0.007500292,0.004341557
0.007425724,0.005521874
0.00738485,0.006261108
0.007191066,0.006227003
0.007282983,0.005997171
0.007140506,0.006697424
0.007412893,0.007090724
0.007347013,0.0048623
0.007425044,0.004818741
0.007304593,0.005332627
0.007318912,0.005904769
0.007291049,0.005541077
0.007186913,0.005880824
0.007322466,0.004689929
0.007257471,0.005446015
0.007228541,0.005791855
0.007176819,0.006870396
0.00710095,0.006288398
0.00713003,0.006986269
0.008070017,0.012113933
0.008175267,0.006134888
0.008323053,0.004252758
0.008339497,0.003750607
0.008266908,0.003754551
0.008277393,0.002589834
0.008273859,0.004565707
0.00815152,0.003725024
0.008246719,0.005066303
0.008208585,0.003332693
0.008144514,0.004242007
0.008227967,0.003465835
0.00817792,0.003965361
0.008138727,0.004287331
0.008231098,0.004338914
0.007986482,0.00502291
0.007984745,0.005388037
0.007905286,0.005421616
0.007871007,0.008042994
0.008081591,0.003981083
0.008098887,0.004291835
0.008014152,0.004511465
0.008044331,0.005402728
0.007889837,0.006041373
0.007887392,0.005396088
0.008056638,0.003856793
0.007906029,0.004896466
0.007767952,0.00605429
0.00800559,0.00565628
0.007771251,0.006067548
0.0080035,0.005405155
0.008559516,0.00976338
0.008676806,0.004763572
0.008899449,0.001303846
0.009008136,8.43E-05
0.008962654,0.000246228
0.008775443,0.00200319
0.008905849,0.003271084
0.00879532,0.0022601
0.008907506,0.003584837
0.008759987,0.002318859
0.008715052,0.004087461
0.008677388,0.003979862
0.008742488,0.003121618
0.008750731,0.00376735
0.008751509,0.004511969
0.008494011,0.004955447
0.008789671,0.00329905
0.008458563,0.005253849
0.008671398,0.006434517
0.008470771,0.004564752
0.008738105,0.003220727
0.008535931,0.004462087
0.008485702,0.005569074
0.008426468,0.005367348
0.008489941,0.004675188
0.008593571,0.003305973
0.008386716,0.005077599
0.008562903,0.004785358
0.008413304,0.00610138
0.008457829,0.005154099
0.008475188,0.005682002
0.008929218,0.00716344
0.009009545,0.003024433
0.009305207,-0.000840593
0.009419592,-0.001626958
0.0093986,-0.001924706
0.00921504,0.000447864
0.009330133,0.001560192
0.009281892,0.000102844
0.009313968,0.003049181
0.009224832,0.001524448
0.009236931,0.002056693
0.009254097,0.001602951
0.009191381,0.002039508
0.009098047,0.003670473
0.00907531,0.004290634
0.008935442,0.004097571
0.008888001,0.004324224
0.00902517,0.003984007
0.009272021,0.00467089
0.00894581,0.00333178
0.009210792,0.002134592
0.009035922,0.003290016
0.008822138,0.005528642
0.008838525,0.004740592
0.008883936,0.004583455
0.008843671,0.003714646
0.008862962,0.003973186
0.008808673,0.004729808
0.008923159,0.00496477
0.008925292,0.004371
0.008964028,0.004985007
0.009005202,0.00758845
0.00912511,0.003246618
0.009465691,-0.001452943
0.009485809,-0.000495303
0.009514089,-0.001082586
0.009429944,-0.000435422
0.009457353,0.00118819
0.009380527,0.000382688
0.009396785,0.002767494
0.009434105,0.000739097
0.009324136,0.002183677
0.009388999,0.00133172
0.009296552,0.002316101
0.009294363,0.003004301
0.009375659,0.002931962
0.009193384,0.003199601
0.009183796,0.003270856
0.009102502,0.004117053
0.009364718,0.005227583
0.009231105,0.002470949
0.009074226,0.004303438
0.009065666,0.003906122
0.00903461,0.005442761
0.00916361,0.004022648
0.009250492,0.003005254
0.009049688,0.00327539
0.009180046,0.003332476
0.008938728,0.004702382
0.009179521,0.004555696
0.008803014,0.005433435
0.008921176,0.00574053
0.009106968,0.005940821
0.009247852,0.001223318
0.009541168,-0.001645548
0.009582195,-0.001061595
0.0095465,-0.00104406
0.009400998,0.000101742
0.009461153,0.002160496
0.009434805,0.000732355
0.009610221,0.001360085
0.009384322,0.001588361
0.009381993,0.002032896
0.009419358,0.002111823
0.009283815,0.003096157
0.009401014,0.002860462
0.009334262,0.00380005
0.009073027,0.004334555
0.009200665,0.004136113
0.009155697,0.004293507
0.009305848,0.005649526
0.009283035,0.002979717
0.009148131,0.00349569
0.009349835,0.002974297
0.009208155,0.004212934
0.009184125,0.004043552
0.009259737,0.003843364
0.009091414,0.00370545
0.009050175,0.004140029
0.009083389,0.004647604
0.009285406,0.004487538
0.0089835,0.004965468
0.008985066,0.00557608
0.009117522,0.005894229
0.009280157,0.001615777
0.009593728,-0.002068972
0.009645592,-0.001275245
0.009603815,-0.00157551
0.009632129,-0.002471557
0.009624806,0.00090473
0.009448914,0.000702912
0.009488173,0.003031074
0.009522158,0.000470664
0.009513344,0.001455192
0.009396145,0.00202213
0.009488906,0.001907641
0.009407404,0.002542636
0.009366703,0.004113966
0.009186098,0.003730318
0.009150511,0.004449937
0.009305473,0.003250071
0.009288705,0.006019031
0.009421203,0.002278795
0.009226161,0.003378672
0.00927082,0.003380912
0.009256172,0.004518779
0.009486213,0.002839077
0.009280371,0.003732014
0.009289995,0.002364644
0.009162223,0.003276883
0.009154307,0.004325017
0.009161809,0.005088307
0.009151863,0.004467246
0.008885983,0.006441424
