b,c
0.00969046,-0.002888708
0.009652158,-0.002682845
0.009498198,-0.001016606
0.009611375,0.00042009
0.009568398,-0.001161394
0.009601932,0.001377987
0.009442732,0.000283338
0.009688641,-0.000989299
0.009550844,0.000713957
0.009404885,0.00141597
0.009548549,0.001180696
0.009389543,0.00290691
0.009300205,0.002326208
0.009285895,0.002393379
0.009212053,0.003179348
0.009516731,0.003728145
0.00931496,0.001744389
0.009376317,0.002374929
0.009366303,0.001429578
0.009311942,0.003225772
0.009324655,0.00255232
0.009330785,0.002779838
0.009306559,0.001953623
0.009348114,0.001679236
0.009213689,0.003297469
0.009246376,0.004116764
0.009009241,0.003762996
0.009127415,0.004374251
