0.00817,0.0087008
0.0080495,0.0073717
0.0078465,0.0090915
0.0077467,0.0082453
0.0075181,0.010401
0.0075344,0.008891
0.0074338,0.0088913
0.0075,0.0076185
0.0073674,0.0074823
0.0073481,0.0070964
0.0072673,0.0074704
0.0072521,0.0070934
0.0073015,0.0065011
0.0072365,0.0061296
0.0072359,0.0055816
0.0071286,0.0062319
0.0070665,0.0064488
0.0072618,0.0046974
0.0071302,0.0054077
0.00709,0.0058477
0.0072446,0.0043631
0.007121,0.0044669
0.0070774,0.0048809
0.0072127,0.0038631
0.0071669,0.0040097
0.0071385,0.0038438
0.0071742,0.0036247
0.0070912,0.0038077
0.0071299,0.0034947
0.0071455,0.0038846
0.0071633,0.003841
0.021743,0.034144
0.020311,0.046491
0.019063,0.055271
0.018532,0.053021
0.017744,0.053749
0.017502,0.049471
0.016822,0.051772
0.016751,0.047585
0.016131,0.048306
0.016069,0.044731
0.015756,0.043827
0.015411,0.043773
0.015341,0.041199
0.015132,0.039901
0.014702,0.039218
0.014644,0.039431
0.014457,0.037881
0.014571,0.035219
0.014504,0.034617
0.014181,0.035398
0.01434,0.032767
0.014683,0.028937
0.014076,0.031389
0.014417,0.028236
0.014119,0.029292
0.014601,0.02705
0.01403,0.027269
0.013652,0.029205
0.014238,0.024637
0.013891,0.025579
0.013413,0.026828
0.026569,0.046955
0.024941,0.058326
0.023349,0.072013
0.022926,0.062551
0.021782,0.066776
0.021053,0.06698
0.020529,0.063901
0.020194,0.061055
0.019784,0.060011
0.019449,0.059194
0.018706,0.061273
0.019051,0.054155
0.018491,0.05318
0.018106,0.051369
0.017908,0.051241
0.017418,0.052204
0.017574,0.048572
0.017715,0.045035
0.017714,0.042921
0.017066,0.045411
0.017283,0.042472
0.017351,0.039319
0.01688,0.039722
0.017473,0.036998
0.016574,0.039801
0.017113,0.035341
0.016833,0.036399
0.016435,0.03626
0.017053,0.032223
0.016594,0.034456
0.015732,0.035878
0.030263,0.051646
0.027934,0.074273
0.026723,0.074526
0.025454,0.076813
0.024251,0.081746
0.023778,0.076808
0.023103,0.074363
0.022829,0.070438
0.022112,0.068527
0.021697,0.068146
0.020893,0.069336
0.021178,0.062372
0.020526,0.063389
0.020324,0.060196
0.019937,0.059534
0.019641,0.058406
0.019919,0.054079
0.019847,0.052181
0.0196,0.04977
0.019422,0.049019
0.019422,0.047098
0.019737,0.043841
0.018826,0.047648
0.019107,0.043669
0.018791,0.045079
0.018922,0.041795
0.018637,0.041882
0.017784,0.044031
0.018729,0.038753
0.018224,0.039644
0.017608,0.040366
0.034474,0.063108
0.032327,0.079604
0.030262,0.093482
0.02911,0.091921
0.027332,0.098779
0.026792,0.093634
0.025694,0.094763
0.025863,0.082783
0.024869,0.082952
0.02486,0.076783
0.023623,0.083605
0.02393,0.072843
0.023586,0.073066
0.022564,0.07349
0.02233,0.073362
0.022428,0.069503
0.022181,0.065198
0.022217,0.062712
0.022018,0.06019
0.021543,0.060455
0.02134,0.058717
0.02243,0.051411
0.021407,0.053844
0.021427,0.052218
0.020842,0.053021
0.021665,0.047196
0.021073,0.048889
0.020801,0.048066
0.021323,0.044564
0.021046,0.044952
0.019876,0.04777
0.037847,0.080511
0.035501,0.097227
0.033143,0.10697
0.031956,0.10672
0.030646,0.10492
0.029617,0.10417
0.028707,0.10091
0.027899,0.10057
0.027277,0.093168
0.026511,0.095498
0.025958,0.092311
0.025891,0.084881
0.025854,0.082774
0.025044,0.080595
0.024583,0.080739
0.024045,0.077815
0.023934,0.076675
0.024223,0.069473
0.024432,0.067353
0.023525,0.068506
0.023305,0.06739
0.024253,0.059787
0.023075,0.061759
0.02384,0.057572
0.02214,0.063505
0.023576,0.054215
0.023112,0.052805
0.021346,0.060776
0.022982,0.051568
0.023088,0.048261
0.021749,0.053156
0.040257,0.087453
0.03768,0.098528
0.035311,0.1136
0.033427,0.1185
0.032012,0.11753
0.031149,0.11618
0.030177,0.11097
0.029724,0.10265
0.028957,0.097898
0.028452,0.098049
0.027228,0.099643
0.027208,0.092883
0.026608,0.091659
0.026227,0.088315
0.02609,0.084023
0.025456,0.086514
0.025223,0.081215
0.025862,0.074164
0.025579,0.068557
0.024542,0.076226
0.024308,0.07413
0.025401,0.063882
0.024413,0.065125
0.024595,0.062817
0.023725,0.064751
0.025459,0.05669
0.02442,0.059252
0.023014,0.063967
0.024636,0.052702
0.022826,0.059073
0.022929,0.058029
0.041257,0.088019
0.03842,0.11098
0.035708,0.12381
0.034382,0.12138
0.033195,0.11704
0.031784,0.11619
0.03114,0.11165
0.030527,0.10611
0.029293,0.10593
0.029085,0.10102
0.028699,0.096914
0.027616,0.09789
0.027709,0.089479
0.026078,0.09516
0.02614,0.090626
0.02646,0.08423
0.026039,0.081466
0.026189,0.076753
0.026091,0.073532
0.024879,0.078843
0.025412,0.072192
0.02595,0.065635
0.024385,0.06976
0.02575,0.062618
0.025248,0.065134
0.025494,0.058173
0.024323,0.063827
0.023848,0.063134
0.024105,0.059837
0.023886,0.058904
0.023027,0.062039
0.041714,0.088197
0.038926,0.10635
0.036054,0.12651
0.035008,0.11634
0.033078,0.12396
0.03233,0.11637
0.03122,0.11514
0.030723,0.1058
0.029641,0.10758
0.029386,0.099797
0.028023,0.10467
0.02865,0.095135
0.027397,0.095224
0.026798,0.094742
0.026687,0.089778
0.026095,0.088211
0.026184,0.083155
0.025726,0.080313
0.026154,0.078043
0.025168,0.079707
0.025214,0.076367
0.026412,0.06523
0.025011,0.069549
0.025665,0.063746
0.02506,0.063569
0.025385,0.062253
0.024562,0.06277
0.023807,0.063501
0.025368,0.055487
0.024793,0.055723
0.023121,0.061141
0.041727,0.089707
0.039203,0.10625
0.036368,0.12463
0.034689,0.12531
0.033036,0.12719
