Wind,JerlovType,a,b,c,d
1,III,1.82089819817163e-06,3.40221506370185e-05,0.00146868878527721,0.0203777025985949
1,IC,1.42059659535081e-06,0.000148158937123671,0.00209139351285903,0.0186568267208253
1,3C,-1.99415443258006e-06,0.000412407979684509,0.00222456283985774,0.0183392152828727
1,5C,-1.44260071297465e-05,0.00107578405811143,0.00229543129935451,0.0197127388976111
1,7C,-3.6025818499222e-05,0.00240336762534609,0.00441439125992622,0.022567617621368
1,9C,-2.77685170159967e-05,0.0032080018511623,0.00607634738963995,0.0235930263004669
3,III,1.91515371419988e-06,3.08913235306428e-05,0.00145387403838836,0.0209417683345233
3,IC,1.64283024410367e-06,0.000140354606681542,0.00217136634399728,0.0188376980495791
3,3C,-1.99631355377665e-06,0.000410509388027524,0.00230082821313511,0.0184142594389862
3,5C,-1.48771750168061e-05,0.00108370327149783,0.00230608950993932,0.0198312556513527
3,7C,-3.60740510776486e-05,0.00240098799993634,0.00448691911472051,0.0226076730504969
3,9C,-1.56542248545864e-05,0.00306454008942694,0.00660386874857325,0.0232928548741143
5,III,1.82133391662903e-06,3.45974561729085e-05,0.00186365943259605,0.0217295602378476
5,IC,1.88379820378821e-06,0.000120870303632396,0.00289987209783373,0.0188502018652792
5,3C,-1.62887502087029e-06,0.000387703827341332,0.00297175452382045,0.0184217101501523
5,5C,-1.43303160840859e-05,0.00104960606876808,0.00295429737817436,0.0196992876281593
5,7C,-3.38126161204654e-05,0.00234298938562238,0.00508276083064388,0.0224883028312355
5,9C,-9.69911872172046e-06,0.00298315230930432,0.0071617299336797,0.0233383691156632
7,III,1.8900816164186e-06,2.72277411178936e-05,0.00252830857877583,0.0225831486426512
7,IC,1.43151403067825e-06,0.000131495865797746,0.00335525142396353,0.019805823135711
7,3C,-1.29606997718802e-06,0.000361014773353122,0.00378351140781831,0.0183499990043873
7,5C,-1.29459916236106e-05,0.000988851791691094,0.00388956491124382,0.0193341902791605
7,7C,-2.39655144666986e-05,0.00216818854930579,0.00617503695451567,0.0221835150155524
7,9C,1.49370738300844e-05,0.00265879506254603,0.00867730562845307,0.022734052791693
9,III,1.48838388753426e-06,4.71721261060228e-05,0.00242683281768757,0.0236186299490307
9,IC,1.47563572087057e-06,0.000132510889178669,0.00345082083440491,0.0203297560554196
9,3C,-1.87753923097416e-06,0.000380507453761358,0.00371492414118791,0.0192293509600907
9,5C,-1.25941056460992e-05,0.00097570660596534,0.00414639055538835,0.0191798500775642
9,7C,-3.1633690261346e-05,0.00226868993315396,0.0058959582961919,0.022674112751374
9,9C,-4.76151556596947e-05,0.00329622000522664,0.00696927389431093,0.0240470458196667
