b,c
0.008400227,1.88E-05
0.008316203,0.000498047
0.008371185,-0.000545584
0.00814022,0.000293235
0.008173121,0.000540221
0.008380704,0.000523505
0.008299805,0.000138555
0.008293229,0.000721818
0.008525894,0.009324266
0.008467284,0.007022468
0.008618066,0.004802591
0.008719874,0.003230963
0.008773184,0.00159293
0.008736121,0.000404707
0.0085965,9.94E-05
0.008977175,-0.000846012
0.008952968,0.001188172
0.008774871,0.00026659
0.008788846,0.001075495
0.008746538,0.001114813
0.008944696,-0.000532225
0.008985544,-9.73E-05
0.008817951,0.000706097
0.00872802,0.000566488
0.00893114,-0.000394475
0.008861999,0.000157717
0.00882502,0.002097846
0.009389062,-0.002465628
0.009203352,-0.001449277
0.008956364,-0.000702307
0.00900861,-0.000115795
0.009000494,-0.00027623
0.008899537,0.00016596
0.009077394,-0.001305305
0.00883634,-0.000300399
0.008803613,0.000336757
0.009105214,-0.000284315
0.0091242,-0.000711523
0.008796545,0.000460053
0.008816391,0.007911089
0.008791777,0.005478203
0.009022446,0.002887618
0.009146021,0.001450136
0.009062045,0.000883307
0.008939633,0.000984584
0.009096995,-0.001330407
0.00930392,-0.000662993
0.009295876,0.000928294
0.009213959,-0.000868782
0.009346302,-0.000504398
0.009112599,0.000670434
0.00909728,-0.000187456
0.009316131,-0.000623905
0.009338111,-8.16E-05
0.009281213,-0.000410749
0.009573441,-0.001710527
0.009261262,-0.000422404
0.009390565,0.001532816
0.009701696,-0.002441045
0.009626737,-0.001668585
0.009231677,-0.000736017
0.009411179,-2.32E-05
0.009415444,-0.000785702
0.008981124,0.00071215
0.009415561,-0.001789803
0.00903632,-0.000132709
0.009423861,-0.000970311
0.009582574,-0.000905094
0.009247884,-0.000509429
0.009318217,-4.68E-05
0.008908743,0.008222751
0.008888751,0.005316568
0.009034044,0.004368448
0.009468352,-0.000686915
0.009261919,1.10E-05
0.009166872,-0.000269426
0.009208656,-0.001510496
0.009461564,-0.001840255
0.009525472,-0.000131581
0.009299056,-0.00054307
0.009325899,-7.99E-05
0.009185046,0.000908531
0.009425648,-0.001005195
0.009565086,-0.001003978
0.009542188,-0.000402734
0.009364449,-0.000119468
0.009612327,-0.001296688
0.009308112,-9.20E-05
0.00982523,-8.46E-05
0.00991036,-0.00293509
0.009670361,-0.001695912
0.009446326,-0.000958462
0.009590684,-0.000765205
0.009471548,-0.000654763
0.009186781,0.000456798
0.009637961,-0.00199152
0.009241337,-0.000240759
0.00932716,-0.000223615
0.009740598,-0.001113736
0.00956657,-0.000809125
0.00947283,-0.000314222
0.008961987,0.007753874
0.00891116,0.005123206
0.009117521,0.003217745
0.009437275,-1.87E-05
0.009319922,0.000234925
0.009241662,-1.63E-05
0.00929953,-0.001547133
0.009538422,-0.001733951
0.009585023,-0.00037402
0.009400368,-0.000806933
0.00954494,-0.001002758
0.009363532,0.000422749
0.009491665,-0.001327484
0.009704864,-0.001440785
0.009556956,-0.000105491
0.009503556,-0.000563664
0.009727837,-0.001820363
0.009400943,-0.000266793
0.009708365,0.000701546
0.010050954,-0.003301908
0.009920091,-0.002396423
0.00960537,-0.001402804
0.009543174,-0.00014344
0.009816846,-0.001203622
0.009101995,0.000940031
0.00976245,-0.002403477
0.009383959,-0.000547472
0.009708241,-0.001286947
0.009793482,-0.000802044
0.009698855,-0.000984833
0.009641952,-0.00054978
0.00893751,0.008076335
0.009022306,0.004503143
0.009123087,0.003407015
0.009442204,1.16E-05
0.009237922,0.001134893
0.009310276,-0.000167012
0.009223741,-0.001368786
0.009537992,-0.002065373
0.009488145,0.000676244
0.009409461,-0.000452889
0.009481182,-0.000385157
0.009310774,0.000808544
0.009645225,-0.001944024
0.009692853,-0.00145046
0.009761321,-0.001043695
0.009368688,5.52E-05
0.009651342,-0.001349053
0.009287014,0.000436543
0.009383588,0.001740372
0.009979265,-0.002834116
0.00979093,-0.001985467
0.009593834,-0.001333862
0.009744015,-0.000794911
0.009588062,-0.000805976
0.009520206,-0.000659603
0.009546373,-0.00152752
0.009637092,-0.001205183
0.009769346,-0.00101947
0.009569079,-0.000298093
0.009590665,-0.000695831
0.009537249,-5.02E-06
