b,c
0.006665522,0.013724046
0.006267119,0.013565089
0.006148229,0.01239899
0.006109109,0.010709045
0.005950484,0.009515716
0.005858663,0.008650258
0.005722298,0.007688727
0.005848832,0.006939303
0.005874523,0.007428893
0.005698344,0.006657291
0.005656,0.006901888
0.005564913,0.007083908
0.005733273,0.005135941
0.005740061,0.005334184
0.005631291,0.005808582
0.005569549,0.005084714
0.005613049,0.004560568
0.005414952,0.005599016
0.005734658,0.005206457
0.005809977,0.003130584
0.005758962,0.003392349
0.00555697,0.003722435
0.005610024,0.004024911
0.005645207,0.003381956
0.005389774,0.004207658
0.005466248,0.003195049
0.005463694,0.003301969
0.005563229,0.003137219
0.005724956,0.003056127
0.005588468,0.002862599
0.005389955,0.003700829
0.006950606,0.012283373
0.006763972,0.010217209
0.00670635,0.009078258
0.006775382,0.007335295
0.006689514,0.006085459
0.006543084,0.006055263
0.006505245,0.004557098
0.006675925,0.003748136
0.006759487,0.004264024
0.00649704,0.004135058
0.006561253,0.004221818
0.006315373,0.004847714
0.006488574,0.003483252
0.006667977,0.002845758
0.006552062,0.003550819
0.006418503,0.0034775
0.006692752,0.002102327
0.006359056,0.003208057
0.006588091,0.003900674
0.006739303,0.001479365
0.006576829,0.00204259
0.006516651,0.001896181
0.006531918,0.002433031
0.006740349,0.001478407
0.006353136,0.002754945
0.006453702,0.001524683
0.006423136,0.001851252
0.006297113,0.002263519
0.006741914,0.001563969
0.006272697,0.002361109
0.006362558,0.002458094
0.007267065,0.011228878
0.007072404,0.00933336
0.007080996,0.00856649
0.007267961,0.005340663
0.007033113,0.00554676
0.007019131,0.004533123
0.006952343,0.002958756
0.007222611,0.001894979
0.007238345,0.003547349
0.007094677,0.002675243
0.007048382,0.003214451
0.006933795,0.003655141
0.007185937,0.001643213
0.007098032,0.002601331
0.007179026,0.002223984
0.00707907,0.002166929
0.007249215,0.001215679
0.006983567,0.002062978
0.007237918,0.002492426
0.007453031,9.33E-05
0.007194516,0.001048352
0.006877742,0.001701268
0.007112367,0.001671435
0.007204888,0.000975398
0.006817785,0.002307549
0.00709017,0.000474599
0.007010649,0.001253572
0.006919966,0.001716619
0.007311638,0.001222166
0.007158543,0.000713181
0.006889189,0.001850496
0.007645449,0.010651567
0.007465548,0.008652342
0.007509998,0.00781616
0.00769066,0.004621964
0.007516607,0.004489846
0.007503246,0.003621807
0.007433881,0.002292407
0.00768093,0.001685823
0.007733358,0.002811176
0.007526877,0.002250001
0.007507803,0.002714462
0.007467974,0.002838844
0.007723286,0.00070491
0.007690929,0.001436167
0.007636803,0.001915293
0.007548046,0.001744895
0.007718495,0.000691048
0.007395111,0.002097111
0.007706936,0.002273071
0.007944384,-0.000569068
0.007718891,0.000592016
0.007501766,0.001183635
0.007580421,0.001666227
0.007772597,0.000495506
0.007518181,0.001502591
0.0075778,0.000135916
0.007395381,0.001231235
0.00730917,0.001621073
0.007738323,0.0008854
0.00774954,0.000376313
0.007480433,0.00134198
0.008143329,0.009771007
0.007991492,0.007973402
0.008094073,0.006205853
0.008276145,0.003640089
0.00813481,0.003309968
0.008124035,0.002750586
0.008004007,0.00184031
0.008265423,0.001179812
0.008260181,0.002678448
0.008228868,0.001127469
0.008145911,0.001938658
0.007988138,0.002561868
0.008360644,0.000236952
0.008372604,0.000611613
0.008326344,0.001301701
0.008284031,0.000971754
0.008328799,0.000126394
0.007993695,0.002010887
0.008402215,0.002022616
0.008467243,-0.000442098
0.008572881,-0.000625549
0.008210806,0.000662044
0.00834024,0.000639136
