b,c
0.019389675,0.021886732
0.018844556,0.02396377
0.018764172,0.022074148
0.018545684,0.020744448
0.018270807,0.020228167
0.017935535,0.020352268
0.017986665,0.019171591
0.018048241,0.019407999
0.017706459,0.017749168
0.017467752,0.018702097
0.017487943,0.017855204
0.017618106,0.016734156
0.017623498,0.015485864
0.016979022,0.018006139
0.016480271,0.019064431
0.017353436,0.015828289
0.016258783,0.017940888
0.017644047,0.013329855
0.017102666,0.014385053
0.01657801,0.015281073
0.016609004,0.016196961
0.017466617,0.012354913
0.016478265,0.014186348
0.016382396,0.014196926
0.016740533,0.012927762
