Wind,JerlovType,a,b,c,d
1,III,1.92105888155109e-05,-0.000690963517841328,0.00888625294121033,0.0237003157490958
1,IC,2.42573540524368e-05,-0.000515138181010344,0.00685223778598394,0.0288228538398349
1,3C,3.41198114804604e-05,-0.000339778902513728,0.0070241960839365,0.0300122928296614
1,7C,1.93988029067719e-06,0.00302458347384462,0.00891139441509906,0.039199088606679
5,III,1.83437078702089e-05,-0.000583032392385662,0.00781200243463438,0.0293130239544659
5,IC,2.30115402493099e-05,-0.000431194393790546,0.0069018962127779,0.0319035786618455
5,3C,3.1983843456789e-05,-0.000266935957080425,0.00774289031138487,0.031800138482351
5,7C,5.67036147075086e-06,0.00288824161985048,0.0107596957747513,0.0393819376678053
9,III,1.57739500951698e-05,-0.000461512839974487,0.007148750668091,0.0328674298513235
9,IC,2.01881746654146e-05,-0.000335033523126747,0.00701223986074385,0.0336772654520156
9,3C,3.4351751692866e-05,-0.000357367247906989,0.0094719566301614,0.0310625662819093
9,7C,1.27509579580317e-05,0.0026812003029634,0.0126398459869561,0.0386497831241533
