Wind,JerlovType,a,b
1,III,0.00034156023330545,0.000186083077634272
1,IC,-2.79380988897807e-07,0.000177213802590609
1,3C,-0.000231577245798009,0.000167238799028916
1,5C,4.21495001300391e-05,0.000171069882491699
1,7C,-0.000100808918206059,0.000210920298591492
1,9C,-3.74189863681179e-05,0.000235761785316589
3,III,0.0108076151623479,0.00304539274738397
3,IC,0.0104817773187494,0.00288843950432086
3,3C,0.00905233461575984,0.00260135894491001
3,5C,0.00805484316978148,0.00198440006846554
3,7C,0.00556290926288187,0.00145378566695577
3,9C,0.00415656296225257,0.00144045739354203
5,III,0.0157572420222039,0.00446134321047721
5,IC,0.0163979041270173,0.00407111632046419
5,3C,0.014211473962506,0.0038034378067884
5,5C,0.0108439866350086,0.00298205794230626
5,7C,0.00847863794121088,0.00185755499791766
5,9C,0.00534809795803033,0.00247367330387397
7,III,0.0205314146710404,0.00517816968596047
7,IC,0.0206257987863032,0.00474228036124711
7,3C,0.0192008174521902,0.00438431543155122
7,5C,0.0143883827627498,0.00352284830213902
7,7C,0.00955985152404964,0.00243157433313538
7,9C,0.00743091239043793,0.00263576750012033
9,III,0.0223725432711985,0.00548457262445555
9,IC,0.0221832242765096,0.00520422539929782
9,3C,0.0188227405557206,0.00472923854318863
9,5C,0.0146261660275366,0.003840162366959
9,7C,0.0114226688422646,0.0023155693387448
9,9C,0.00703706524222399,0.0030970377668322
