Wind,JerlovType,a,b,c,d
1,III,-4.34064853167241e-07,0.000164133196106518,0.0024810616867136,0.0399465824948952
1,IC,-1.50380426139686e-06,0.000319742606145271,0.00286740438683585,0.0399802465798083
1,3C,-8.36974679365334e-07,0.000460543688441026,0.00423648078528873,0.0401809748668009
1,5C,7.42132718413421e-06,0.000684419420329979,0.00833170009636262,0.041156517990703
1,7C,7.81526652454539e-05,0.00174459772129128,0.0159446113140176,0.0468453362974447
1,9C,0.000211189567817845,0.00251130332341694,0.0209634102574089,0.048489761778885
3,III,-3.42124043801059e-07,0.000158004491030777,0.00262608937438586,0.0399731249616272
3,IC,-1.51363444093935e-06,0.000318902774649777,0.00294457005552269,0.0401231117960992
3,3C,-7.49985918605918e-07,0.000456213492621584,0.00434177703389861,0.0401645740930597
3,5C,7.87258169171868e-06,0.000672170685229591,0.00846314339106002,0.0412047777795645
3,7C,7.74929691066246e-05,0.00175232431431422,0.0159908782135853,0.0470219166883545
3,9C,0.000227734072737684,0.00236156531897494,0.0214263624919065,0.0484020521015535
5,III,-2.53450907784038e-07,0.000148469971097939,0.00326957631751586,0.0399755880107739
5,IC,-2.04546219627367e-06,0.000332289649631956,0.00332339171235889,0.0403169496014021
5,3C,-1.22472181647095e-06,0.000460915306627873,0.00477579334362683,0.0401474468474908
5,5C,7.5787017425612e-06,0.000661518537859434,0.00898638843343885,0.0411036424220828
5,7C,8.02133051139232e-05,0.00170607772744854,0.0165379298062485,0.047329665709367
5,9C,0.000221437325978647,0.00242069184845284,0.021692447086031,0.0490475037806392
7,III,-5.61160571721031e-07,0.000158177116127549,0.00372480270550922,0.0413284452608364
7,IC,-1.80022793328492e-06,0.000312162919957374,0.00414149469845556,0.0400546708881439
7,3C,-8.06760115831774e-07,0.000431954489259166,0.00563546828239852,0.0396671022943762
7,5C,9.61868658648677e-06,0.000599393795517925,0.00981565460394623,0.0410154234477678
7,7C,8.14602664861282e-05,0.00168215119647383,0.0170912404311712,0.0478193461725722
7,9C,0.000201233519859127,0.00256909011759488,0.0220235672521839,0.0495859398246005
9,III,-4.70036420305141e-07,0.000149644248534279,0.00406362061777568,0.0408141749417109
9,IC,-1.89016870811244e-06,0.000310563894251468,0.00434939959504314,0.0400414010963189
9,3C,-1.67428235478609e-06,0.000451732401278879,0.00563751593590885,0.0399507892535886
9,5C,7.42030274280156e-06,0.00064005171264862,0.00976079767728668,0.0412417660792986
9,7C,8.56181348832091e-05,0.00162226296636678,0.0174549818295459,0.0477801988979826
9,9C,0.000244187714097759,0.00222654267333623,0.0227741671487696,0.0495201139842889
