Wind,JerlovType,a,b
1,III,0.000268118029891645,0.000152593895742709
1,IC,6.39504797201542e-05,0.000170121998183703
1,3C,1.90542876729648e-05,0.000177329742810653
1,5C,9.13818513637762e-05,0.000215447135314086
1,7C,-5.42053973450359e-07,0.000307980930411493
1,9C,0.000151934184355986,0.000278265174632878
3,III,0.00718854552258709,0.00076425573729094
3,IC,0.00627601911740038,0.00065444848650197
3,3C,0.00494329413433216,0.000572447541672754
3,5C,0.00340779233368266,0.000435844753703953
3,7C,0.00181023860538118,0.000395917887426348
3,9C,0.00129874053311743,0.000448412207359745
5,III,0.0159313395838129,0.00164456783596625
5,IC,0.0143957956265691,0.00134867092653602
5,3C,0.0109440615593546,0.00115955714115987
5,5C,0.00751872491727873,0.000845112081179239
5,7C,0.00444145387215571,0.000599616054553195
5,9C,0.00293387420526426,0.000767257724532919
7,III,0.0231361535840433,0.00220388487292346
7,IC,0.0198853130448154,0.00189109446546205
7,3C,0.0163300605338431,0.00156858804084267
7,5C,0.0109657554917076,0.00118571912312795
7,7C,0.0064344335268359,0.000681255246982411
7,9C,0.00462838533127832,0.000939777976298771
9,III,0.0275664726969923,0.00234355513891916
9,IC,0.0220859822705199,0.00198881115227134
9,3C,0.0176930023954488,0.00161947876097471
9,5C,0.0117238752897693,0.00124164157890516
9,7C,0.00701488130455504,0.000774914870788331
9,9C,0.00470644721668393,0.00108041797041012
