Wind,Kd,a,b
8,0.3,0.0137662470634323,0.0362336831929428
8,0.31,0.0142422084683601,0.0336478726398141
8,0.32,0.0141841164847266,0.032440859395031
8,0.33,0.0133962775876162,0.0359628271259318
8,0.34,0.0140434729578157,0.0299803768516507
8,0.35,0.0136420124340286,0.0315303258664179
8,0.36,0.0130908514743767,0.0333337927924263
9,0.06,0.0240913382899907,0.029728254982869
9,0.07,0.0224541238292189,0.0458022036133164
9,0.08,0.0208051815600682,0.0602436156519982
9,0.09,0.0197210769975145,0.0658071316343017
9,0.1,0.0189666873627114,0.0643639038451353
9,0.11,0.0187906211190041,0.0633370061165608
9,0.12,0.0179145184101007,0.0597036853245448
9,0.13,0.0177761398592045,0.0550282908955206
9,0.14,0.0168724214792839,0.0574373781429278
9,0.15,0.0167051377486754,0.0535458574066522
9,0.16,0.0160076159043148,0.057757770039273
9,0.17,0.015936021992009,0.0548923754712403
9,0.18,0.0160188124733129,0.0509945749789615
9,0.19,0.0150750165947124,0.052285037881088
9,0.2,0.0149314002689661,0.0523891697389015
9,0.21,0.0151985914160989,0.0474357162489454
9,0.22,0.0148272314749315,0.0456442521632614
9,0.23,0.0149375076184982,0.0436743277920571
9,0.24,0.0146430437831818,0.0422992666727207
9,0.25,0.0141608147122512,0.0445253129167348
9,0.26,0.0147530784548499,0.0389728048269417
9,0.27,0.0143260983918005,0.0394252951060746
9,0.28,0.0141823479965718,0.0392046997125596
9,0.29,0.0141882490413012,0.0362458585826
9,0.3,0.0135569242996393,0.0390991135524971
9,0.31,0.0143747562694115,0.034306341449232
9,0.32,0.0145277936834094,0.0326132598558428
9,0.33,0.0136374400041503,0.035436486830714
9,0.34,0.0140122113627552,0.0329478891228863
9,0.35,0.0135359891033399,0.0346618930421209
9,0.36,0.0130628048090682,0.03512638603725
10,0.06,0.0242291771964962,0.0294953606894653
10,0.07,0.0225451162053049,0.0487549189299432
10,0.08,0.021109527605895,0.0580434315996204
10,0.09,0.0200430054092593,0.0620051862250549
10,0.1,0.0189588530363702,0.0668294577592193
10,0.11,0.0187824311842241,0.0599533995571168
10,0.12,0.0178312307176685,0.0630530920177862
10,0.13,0.0175089378629984,0.0595715620493123
10,0.14,0.0168116712900593,0.0588281544932628
10,0.15,0.016867590138836,0.0540169021577709
10,0.16,0.0159386470044455,0.0586586688753406
10,0.17,0.0159036715162623,0.0538750724118455
10,0.18,0.0162099481560965,0.0480754634034118
10,0.19,0.0155853469309153,0.049215159853208
10,0.2,0.0152308788899918,0.0483636207312073
10,0.21,0.0155862245805807,0.0438323933637366
10,0.22,0.0149712171914617,0.0471087835723366
10,0.23,0.0150067395047615,0.0434491765403733
10,0.24,0.0150602432760209,0.0407675595391163
10,0.25,0.014237353243055,0.0449478426619734
10,0.26,0.0149098078593567,0.0383067183361503
10,0.27,0.014635572668383,0.0387476915251986
10,0.28,0.0138593613595733,0.0411474267280876
10,0.29,0.0146115497241164,0.0343195894346087
10,0.3,0.0135220186514081,0.0391916349185671
10,0.31,0.0145329428496265,0.0330701303477887
10,0.32,0.0136959394647975,0.0361971492445395
10,0.33,0.0135386730287163,0.0352622669900801
10,0.34,0.014560871414214,0.0291359173967496
10,0.35,0.0135123050586851,0.03303179283392
10,0.36,0.0132078862552396,0.0331856416915134
