Wind,Kd,a,b
1,0.06,0.00334228607654416,0.0143208289111222
1,0.07,0.00321536346209962,0.0120778420533452
1,0.08,0.00318746108294321,0.009955766372405
1,0.09,0.00319448364976516,0.00790321399383161
1,0.1,0.00312668809599502,0.00774624476093626
1,0.11,0.00311013300492177,0.00711475665944816
1,0.12,0.00309795624843704,0.00657108301862706
1,0.13,0.00309536296784062,0.00584041509066195
1,0.14,0.00317893099682416,0.00497360973226263
1,0.15,0.00310290660688783,0.00508984308929424
1,0.16,0.00311131245259735,0.0048851346789891
1,0.17,0.00308591878528277,0.00466280409113218
1,0.18,0.0030926203963279,0.00452309404107594
1,0.19,0.0031502470105028,0.00411839071365364
1,0.2,0.00308304357715722,0.00436432388478408
1,0.21,0.00302044117519983,0.00451486795370957
1,0.22,0.00303502828524005,0.00423433338506464
1,0.23,0.0029962112291958,0.00432698122770739
1,0.24,0.00312986197205145,0.00385023585914655
1,0.25,0.00312949342041422,0.0035656304956222
1,0.26,0.00303196453986905,0.00400574718249258
1,0.27,0.00308475954609752,0.00368788136422669
1,0.28,0.003076312587649,0.00374512238466781
1,0.29,0.00309376561174487,0.00356775324621196
1,0.3,0.00309289805322245,0.00367498971797619
1,0.31,0.00307139049673191,0.00351645018503156
1,0.32,0.00309066810625002,0.00354570064285309
1,0.33,0.00304069047189602,0.00366488804303907
1,0.34,0.00306491554502014,0.00351411344888561
1,0.35,0.00301336909215451,0.00378562990414002
1,0.36,0.0030966869641419,0.00347383920744376
2,0.06,0.00347134757750208,0.0124582027667246
2,0.07,0.00352671035961848,0.00812274752220055
2,0.08,0.00367146655250303,0.0038467140409155
2,0.09,0.0037732772618305,0.00242235576607745
2,0.1,0.0038163943053261,0.00129502210622999
2,0.11,0.00381679013638212,0.000846119141890073
2,0.12,0.00385268282022553,0.000675968038939547
2,0.13,0.00383354235774424,0.000914425620853392
2,0.14,0.00396329936715582,-0.000166290271981242
2,0.15,0.00387427708004694,0.000711185484744125
2,0.16,0.00402641184255775,-0.000421543409466184
2,0.17,0.00399281109562591,-4.30079162358885e-05
2,0.18,0.00396690867501168,0.000100532340456728
