Wind,Kd,a,b
1,0.06,0.0047392342064842,0.00678959336864518
1,0.07,0.0042923392603745,0.00330982213622555
1,0.08,0.00391138397456648,0.00343069051239578
1,0.09,0.00366710318015248,0.00346719585025316
1,0.1,0.00346309258047825,0.00410730088383903
1,0.11,0.00327487284847018,0.004971262939334
1,0.12,0.00322770859007213,0.00467204717972188
1,0.13,0.00315016671627316,0.00480912650015078
1,0.14,0.00309319008846003,0.00500215182609039
1,0.15,0.0030738059599118,0.00478784521899255
1,0.16,0.00305407871861697,0.00470099754303597
1,0.17,0.00300569951760573,0.00482372967670273
1,0.18,0.00293122808793022,0.00517050369521138
1,0.19,0.00304770865790749,0.00434766768234652
1,0.2,0.00303816553657571,0.00442616341962326
1,0.21,0.00298130021743681,0.00443439030541396
1,0.22,0.00297672315743534,0.0044179750087999
1,0.23,0.0029402035335602,0.00455055363574034
1,0.24,0.00303078896538254,0.00409777094545112
1,0.25,0.00296051292076597,0.00422498992604964
1,0.26,0.00300517388256345,0.00402022950115434
1,0.27,0.00299685746058566,0.00404863017698692
1,0.28,0.00297481065232956,0.00398945874952152
1,0.29,0.00300735718185994,0.00398206543530803
1,0.3,0.00292108226286457,0.00415144776184661
1,0.31,0.00294499005728885,0.00402133929173813
1,0.32,0.00297459052867308,0.00406327628147817
1,0.33,0.00300536447538254,0.00391303068767847
1,0.34,0.00304269835005562,0.00379258042867598
1,0.35,0.00311604846110895,0.00361312862691579
1,0.36,0.00293304243405501,0.00394793384743292
2,0.06,0.0114661515929781,-0.0103764454405962
2,0.07,0.0102728908299778,-0.0237998648351207
2,0.08,0.00928583815247997,-0.0258182280059358
2,0.09,0.00837329747451212,-0.0232292667573582
2,0.1,0.00743369068381032,-0.0188819419153334
2,0.11,0.00671372554060616,-0.0145616258134294
2,0.12,0.00613082261785088,-0.0110877051130504
2,0.13,0.00570663875678888,-0.00864560803935169
2,0.14,0.0053107914640932,-0.00607114933391624
2,0.15,0.00485355511164035,-0.00353411101752911
2,0.16,0.00474308503353336,-0.00294987643746478
2,0.17,0.0045558714352701,-0.00211939579172976
2,0.18,0.00429803601173916,-0.000460319475409269
2,0.19,0.00423738433175906,-0.000131619743992349
2,0.2,0.00408324910032388,0.000531800790005891
2,0.21,0.00389146353119487,0.00139377242347323
2,0.22,0.00403856253769126,0.000671367222232824
2,0.23,0.00379104027616206,0.00185341231658002
2,0.24,0.00398797738295139,0.00124195313690197
2,0.25,0.00379662448856457,0.00163736391790967
2,0.26,0.00393003673638625,0.00139495937037383
2,0.27,0.00369979256150296,0.00221995770634136
2,0.28,0.00391771880358881,0.00143412273427639
2,0.29,0.0037601604011992,0.00209054882762695
2,0.3,0.00377096264163067,0.00190206856988498
2,0.31,0.00376971235748972,0.00206113734544213
2,0.32,0.00367549607395166,0.00224281379260456
2,0.33,0.00360415144947903,0.0025422927721097
2,0.34,0.00377744294976752,0.00211763392424047
2,0.35,0.00367155846425568,0.0025655492030527
2,0.36,0.00379286578403858,0.00215033221111987
3,0.06,0.0135338722387106,-0.0121297441022169
3,0.07,0.0124221433160774,-0.031112632008422
3,0.08,0.0111768744802349,-0.0339464385741376
3,0.09,0.00996244389079235,-0.0306799257346634
3,0.1,0.0089688454483294,-0.0257945646610687
3,0.11,0.00807114884002893,-0.0211207408957976
3,0.12,0.00745110159338356,-0.0179108377992155
3,0.13,0.00690553701850268,-0.0144435741802691
3,0.14,0.00624866493249906,-0.0100605861729399
3,0.15,0.00598367941016276,-0.00905551127999536
3,0.16,0.00559454310321398,-0.00630725711166231
3,0.17,0.00520837763866813,-0.00424232570990165
3,0.18,0.00512457262956275,-0.00380779034221178
3,0.19,0.00488951518293251,-0.00246729433672344
3,0.2,0.00466447774717291,-0.00144468494565592
3,0.21,0.00444878669261165,-0.000351676927069856
3,0.22,0.00454995787068272,-0.000949483588625035
3,0.23,0.00440703897881703,1.84153768012872e-05
3,0.24,0.00452435834293513,-0.000581114995531279
3,0.25,0.00419033725375389,0.000704546822949774
3,0.26,0.00432109347324499,0.000363661853784487
3,0.27,0.00417066536615682,0.00113644572119624
3,0.28,0.00421888103897003,0.000685760176806824
3,0.29,0.00435317871896451,0.000599031873924714
3,0.3,0.00408093642456545,0.00157523386169273
3,0.31,0.00414214068298266,0.00121046052739991
3,0.32,0.0042578724710107,0.000905123720547872
3,0.33,0.00395598997959237,0.00195854592591085
3,0.34,0.00420484923877913,0.00131995317335026
3,0.35,0.00429436338583146,0.000940549741089689
3,0.36,0.00417584183071975,0.00149399858142987
4,0.06,0.0143493511276889,-0.00498023006435879
4,0.07,0.0135393267503141,-0.0318514570929703
4,0.08,0.0122783688031842,-0.0363550056154389
4,0.09,0.0111242798396504,-0.0341557014684472
