Wind,JerlovType,a,b,c,d
1,III,7.42978663067069e-06,-0.000179903891847442,0.00323564047636699,0.0250651828330208
1,IC,1.0820406838304e-05,-8.92340935323214e-05,0.00366442346058305,0.0250644273967204
1,3C,1.18856244955014e-05,0.000159152214473465,0.00452707562546603,0.0243952789478724
1,5C,7.63940102615043e-06,0.000953866022841789,0.00590989611271903,0.0247536795782751
1,7C,-4.8663273034757e-05,0.00329067753611289,0.00663718164340091,0.0300503442158484
1,9C,6.00444640542939e-05,0.00372770762219642,0.0101013132715918,0.0308305388879175
3,III,8.450888213061e-06,-0.000205878078994346,0.00327487270271957,0.0255928073671362
3,IC,1.1272604137044e-05,-0.000101388023438065,0.00368636790378024,0.0255031259170339
3,3C,1.39633422393248e-05,0.000107879075578922,0.00489322091877638,0.0241460749820691
3,5C,1.53649019090496e-05,0.000824816125177222,0.00657280616972361,0.0243336807581388
3,7C,-5.43049362694423e-05,0.00335719386923134,0.00651225289456238,0.0302883732980033
3,9C,6.42433215058315e-05,0.00372161563051458,0.010102706673351,0.0310446495960473
5,III,5.77186869978561e-06,-8.73134172812205e-05,0.00248404525506747,0.0292156886894405
5,IC,7.45449313910246e-06,2.15932601195403e-05,0.00336086220697187,0.0279113669422736
5,3C,1.3957318201498e-05,9.61896607348544e-05,0.00573940506716606,0.0245321201476569
5,5C,6.05400839668044e-06,0.000940386182155959,0.00695747669897268,0.0246207647066466
5,7C,-5.09015253427663e-05,0.0032381388904415,0.00764254211702451,0.0300158877575098
5,9C,4.06449354179524e-05,0.00383276105812968,0.0106236053215484,0.0311236357599093
7,III,5.68911814539808e-06,-6.77227657244368e-05,0.00293477916642985,0.0311026517982751
7,IC,1.02479203853592e-05,-5.50609607657582e-05,0.00469693130721149,0.0281556981291042
7,3C,6.67014576479214e-06,0.000241310306019783,0.0059678112354601,0.0259327937275208
7,5C,-1.13229153982237e-05,0.00115771919558528,0.00707514644547114,0.0257650507317157
7,7C,-5.17541094455333e-06,0.00269381378929829,0.0100313154228105,0.0290636634350033
7,9C,2.1177732229776e-05,0.00388868678578831,0.0112373285062327,0.0316703149508282
9,III,7.23808210765618e-06,-0.000112699524520603,0.00351287813993636,0.0311351796239768
9,IC,1.02705771804425e-05,-5.64960968009493e-05,0.00510446660799636,0.0281867592870293
9,3C,1.04865992808702e-05,0.000158947445998367,0.006623263723306,0.0258973942609416
9,5C,3.04215045545077e-05,0.00055995419633067,0.00953601683666938,0.0236937269071762
9,7C,-5.60661341300637e-05,0.00323686961464164,0.00864960257331004,0.0303161287943814
9,9C,-6.00232662756013e-05,0.00470040732149287,0.00923261585536392,0.0332396356871057
