Wind,JerlovType,a,b
1,III,-0.0001179608740732,0.00017970279070266
1,IC,0.000203349194649232,0.000189686920536864
1,3C,-9.98037234010129e-05,0.000189606523900591
1,5C,0.000229313716688985,0.000233324545977531
1,7C,-0.000105109484142497,0.000310801236032553
1,9C,4.97386438421641e-06,0.000244523368188767
3,III,0.00517238159197995,0.000751892407900226
3,IC,0.00463039946264537,0.000644906145298935
3,3C,0.00402442938642366,0.000545886968969409
3,5C,0.0025924740605612,0.000431420403793211
3,7C,0.00132745610112927,0.000390179243149041
3,9C,0.00113685119569978,0.000388461410664288
5,III,0.0125904493246306,0.00159682739314939
5,IC,0.0111554963326567,0.00140667939187862
5,3C,0.00927661979394895,0.00116221326488951
5,5C,0.00693360969443497,0.000825696281289661
5,7C,0.00424491768710824,0.000476417053702219
5,9C,0.00284633932796032,0.000638890115907016
7,III,0.0192867115860894,0.00218032257332869
7,IC,0.0178446392623782,0.0018354507234931
7,3C,0.0141751813911042,0.00156161396696781
7,5C,0.00949980739617782,0.00119993224102002
7,7C,0.00595943897379458,0.000688011057084895
7,9C,0.00432859514280299,0.000809040628453127
9,III,0.0197572180393696,0.00238684606973289
9,IC,0.0187622104827448,0.00202163445434593
9,3C,0.0160280215912758,0.0016911534468468
9,5C,0.0111896156975689,0.0011993775436501
9,7C,0.00643713405503538,0.000729013756624905
9,9C,0.00470418310944415,0.000932813246460204
