Wind,JerlovType,a,b
1,III,2.13585563224427,0.0329058567173081
1,IC,1.9878008287091,0.037535746413802
1,3C,1.85954343721883,0.0428342692335045
1,5C,1.77331245598793,0.0432217612650273
1,7C,1.76631174677291,0.032488955292579
3,III,2.13961548071593,0.0326238340121228
3,IC,1.99127008852348,0.0373626607929969
3,3C,1.86199106208981,0.0427621304086996
3,5C,1.77384607337325,0.0432762336355876
3,7C,1.76576008308239,0.0326133400590123
5,III,2.16671202159081,0.0323026717759399
5,IC,2.01212482231932,0.037240323355575
5,3C,1.8745712495581,0.0428318916012182
5,5C,1.77927570841881,0.0434528367412856
5,7C,1.76896837325111,0.0324654071606723
7,III,2.20148666399745,0.0318047079943554
7,IC,2.03854725961324,0.0369588518761264
7,3C,1.89265344247566,0.042788062143196
7,5C,1.78606239849874,0.0436388024261483
7,7C,1.77025882790804,0.0325590895259463
9,III,2.20852017475767,0.031760271285881
9,IC,2.0452709727739,0.0369181554747122
9,3C,1.89526794813562,0.0428601517789037
9,5C,1.7889418099631,0.0435885136648639
9,7C,1.77030208675838,0.0326253135022843
