-8.83E-07,-0.007410341,0.034489172
3.70E-05,-0.00689919,0.024229842
-3.65E-05,-0.007641651,0.016831134
-1.58E-05,-0.007446481,0.013825654
-2.55E-06,-0.007317889,0.011731331
1.82E-05,-0.007135047,0.010272643
-1.99E-05,-0.007492332,0.008409206
-7.41E-06,-0.007429168,0.007492488
-3.12E-05,-0.007637001,0.006421775
-1.63E-05,-0.007528263,0.005911914
-4.75E-05,-0.007826119,0.00470087
-4.07E-05,-0.007719434,0.004504482
-5.63E-05,-0.007819153,0.004200473
-9.34E-05,-0.008136125,0.00325885
-0.00010065,-0.008096336,0.003099484
-0.000160006,-0.008629979,0.001997363
-0.00018775,-0.008747178,0.001820565
-0.000204595,-0.008830159,0.001457605
-0.000232287,-0.008928102,0.001190681
-0.000279965,-0.009301264,0.000488194
-0.00031657,-0.00951739,-6.40E-06
-0.000362572,-0.009818543,-0.000578084
-0.000375566,-0.009833633,-0.000616673
-0.000407037,-0.009946509,-0.000658717
-0.000424667,-0.009960618,-0.000678749
-0.000440307,-0.009961502,-0.000703583
-0.000450329,-0.009885533,-0.000529171
-0.00043529,-0.009617022,-0.000219862
-0.000438495,-0.009531335,3.83E-05
-0.000444777,-0.009471342,3.49E-05
-0.000428108,-0.00920322,0.000568405
1.01E-04,-0.012471196,0.029981456
1.61E-04,-0.012311927,0.020208991
1.55E-04,-0.012589929,0.014986329
1.41E-04,-0.013193029,0.011008154
5.81E-05,-0.014090281,0.0077698
9.04E-05,-0.01398834,0.006658971
9.67E-05,-0.013982158,0.005961973
1.19E-04,-0.013912071,0.005229398
8.51E-05,-0.014247554,0.004310237
5.12E-05,-0.014781858,0.002809296
2.28E-05,-0.01500901,0.002212914
-2.95E-05,-0.015495179,0.001112412
-6.43E-05,-0.015821449,0.000416296
-0.000138472,-0.016464097,-0.000759593
-0.000149972,-0.016484815,-0.000692862
-0.000318516,-0.017952593,-0.003149728
-0.000325455,-0.017872092,-0.003013577
-0.000444185,-0.018769361,-0.004475516
-0.000496635,-0.019040655,-0.004820399
-0.000621353,-0.019971893,-0.006344086
-0.000709963,-0.020542338,-0.007125252
-0.000763022,-0.020693799,-0.007065971
-0.000875871,-0.021514072,-0.008260056
-0.0009282,-0.021592717,-0.008233261
-0.000993923,-0.021860908,-0.008396241
-0.001054725,-0.022093736,-0.008531324
-0.001100576,-0.022136866,-0.008357589
-0.001205091,-0.022781993,-0.00916551
-0.001215106,-0.022478762,-0.008439368
-0.001284269,-0.022774516,-0.008765454
-0.001261369,-0.022186091,-0.007446893
