Wind,JerlovType,a,b
1,III,0.000484912512715903,0.000150265117201708
1,IC,0.000259581789121525,0.000168831506562072
1,3C,6.75234337116829e-05,0.000177313160167382
1,5C,9.15253270250308e-05,0.000215791191318392
1,7C,-2.89199393438923e-08,0.000299641922869683
1,9C,3.0296738713041e-06,0.00024150691908483
3,III,0.00560158093664573,0.000530466389572532
3,IC,0.00471504929097139,0.000461135092833138
3,3C,0.00349374825446122,0.000415944053563907
3,5C,0.00230331195100179,0.000356027511657328
3,7C,0.000969953216948424,0.000385313006832201
3,9C,0.000986524120405293,0.000327352817543386
5,III,0.0142959787906738,0.00129267964514421
5,IC,0.0117056038267853,0.00107777144986607
5,3C,0.00948541479661034,0.000936095599415569
5,5C,0.00626261108723894,0.000690415051820329
5,7C,0.00358320905170537,0.000508758629935676
5,9C,0.00250767826168535,0.000577786153675502
7,III,0.0214431120419863,0.00185209573778528
7,IC,0.0182002962586666,0.00152931210997118
7,3C,0.0139561890473145,0.00136948829115899
7,5C,0.00929707455903087,0.00105112819415291
7,7C,0.00552955698677636,0.000620201776478988
7,9C,0.00375698716698438,0.000876054937886339
9,III,0.0251063448308363,0.00197980200985697
9,IC,0.0197575119664591,0.00170802235008601
9,3C,0.0157765925383206,0.00144587315273944
9,5C,0.0103930862665914,0.00111369871879261
9,7C,0.00587433630707501,0.00063924873858164
9,9C,0.00428469577845171,0.00083129624973831
